Name,Address,Phone,Latitude,Longitude
PGD Quán Hành,"Tòa nhà công ty cổ phần thương mại Bảo Hưng, Khối Phố 4, Thị Trấn Quán Hành, Huyện Nghi Lộc, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 361 5615  - Fax: (0238) 361 5888,18.779133,105.64594
PGD Bắc Nghệ An (Minh Khai cũ),"Khối Bắc Mỹ, phường Quỳnh Thiện, thị xã Hoàng Mai, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 355 3388  - Fax: (0238) 355 3377,18.677105,105.675835
PGD  Diễn Châu  (Trường Thi cũ),"Thôn 7, xã Diễn Kỷ, Huyện Diễn Châu, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 320 8899  - Fax: (0238) 367 8556,19.010769,105.587585
PGD Vinh,"Số 22 Quang Trung, phường Quang Trung, Thành Phố Vinh, Tỉnh Nghệ An, Việt Nam",Tel: (0238) 376 8888  - Fax: (0238) 376 8999,18.672047,105.67472
CN Thanh Hóa,"Số 13+14 Phố Phan Chu Trinh, P.Điện Biên, Thành Phố Thanh Hóa, Tỉnh Thanh Hóa, Việt Nam",Tel: (0237) 391 9369  - Fax: (0237) 391 1369,19.811817,105.77473
PGD Lam Sơn,"Số 448 đường Quang Trung, phường Đông Vệ, Thành Phố Thanh Hóa, Tỉnh Thanh Hóa, Việt Nam",Tel: 0237.7300.999  - Fax: (0237) 375 5636,19.787392,105.77679
PGD Đào Duy Từ,"LK1-19 Phố Đào Duy Từ, phường Ba Đình, Thành Phố Thanh Hóa, Tỉnh Thanh Hóa, Việt Nam",Tel: (0237) 730 0068  - Fax: (0237) 371 4686,19.799221,105.774536
PGD Tĩnh Gia,"Số 232 Quang Trung, tiểu khu 3, thị trấn Tĩnh Gia,Huyện Tĩnh Gia, Tỉnh Thanh Hóa, Việt Nam",Tel: (0237) 730 0079  - Fax: (0237) 361 7299,19.445002,105.77722
CN Quảng Bình,"Số 352 Trần Hưng Đạo, phường Nam Lý, Thành Phố Đồng Hới, Tỉnh Quảng Bình, Việt Nam",Tel: (0232) 390 8868  - Fax: (0232) 384 6886,17.467024,106.60577
CN Nam Định,"Số 08 Nguyễn Du, phường Nguyễn Du, Thành Phố Nam Định, Tỉnh Nam Định, Việt Nam",Tel: (0228) 355 5399  - Fax: (0228) 385 5669,20.427868,106.17807
PGD Chợ Rồng,"Số 97 Thành Chung, phường Cửa Bắc, Thành Phố Nam Định, Tỉnh Nam Định, Việt Nam",Tel: (0228) 390 9779  - Fax: (0228) 385 2838,20.428713,106.16899
CN Hải Dương,"Số 360 Nguyễn Lương Bằng, Thành Phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Tel: (0220) 389 9339  - Fax: (0220) 389 9334,20.937277,106.30363
PGD Điện Biên Phủ,"Số 199 Điện Biên Phủ, phường Bình Hàn, Thành Phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Tel: (0220) 384 5111  - Fax: (0220) 384 5112,20.941525,106.32102
PGD Thành Đông (PGD Chí Linh cũ),"Số 22 Quang Trung, phường Quang Trung, Thành Phố Hải Dương, Tỉnh Hải Dương, Việt Nam",Tel: (0220) 385 5111  - Fax: (0220) 385 5123,20.93965,106.33365
PGD  Trường An,"Số 225-227, đường Trường Chinh, phường Thanh Bình, Thành Phố Hải Dương, Tỉnh Hải Dương, Việt Nam",,20.927208,106.30451
CN Hưng Yên,"Số 129 Hải Thượng Lãn Ông, phường Hiến Nam, Thành Phố Hưng Yên, Tỉnh Hưng Yên, Việt Nam",Tel: (0221) 390 8888  - Fax: (0221) 386 8555,20.746454,106.09917
CN Thái Bình,"Lô 7-8 Trần Phú, phường Trần Hưng Đạo, Thành Phố Thái Bình, Tỉnh Thái Bình, Việt Nam",Tel: (0227) 3 809 899  - Fax: (0227) 6 251 616,20.446482,106.32995
CN Hải Phòng,"Số 116 (tầng 2 và tầng 10) Nguyễn Đức Cảnh, Phường Cát Dài, Quận Lê Chân, Thành Phố Hải Phòng, Việt Nam",Tel: (0225) 326 0666  - Fax: (0225) 326 0888,20.854336,106.67344
PGD Hải Đăng,"Số 02, lô 22A, Lê Hồng Phong, P.Đông Khê, Quận Ngô Quyền, Thành Phố Hải Phòng, Việt Nam",Tel: (0225) 355 6669  - Fax: (0255) 355 6111,20.84953,106.70478
PGD Ngô Quyền,"376 Tô Hiệu, P.Hồ Nam, Quận Lê Chân, Thành Phố Hải Phòng, Việt Nam",Tel: (0225) 395 6875  - Fax: (0255) 395 6876,20.849754,106.67363
PGD Lê Chân,"Số 116C Lương Khánh Thiện, P. Lương Khánh Thiện, Quận Ngô Quyền, Thành Phố Hải Phòng, Việt Nam",,20.855406,106.68549
CN Bắc Ninh,"Tầng 1 Tòa nha Viglacera, số 15 Lý Thái Tổ, Thành Phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",Tel: (0222) 390 8388  - Fax: (0222) 222 1988,21.17719,106.07037
PGD Yên Phong,"Số 178 đường 286, thị trấn Chờ, Huyện Yên Phong, Tỉnh Bắc Ninh, Việt Nam",Tel: (0222) 390 9198,21.195818,105.949295
CN Bắc Giang,"Số 772 đường Lê Lợi, Phường Dĩnh Kế, Thành Phố Bắc Giang, Tỉnh Bắc Giang, Việt Nam",Tel: (0204) 390 8068  - Fax: (0204) 625 2222,21.277584,106.21103
CN Quảng Ninh,"Số 9A-10A đường 25/4, phường Hồng Gai, Thành Phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam",Tel: (0203) 361 8222  - Fax: (0203) 363 8111,20.95244,107.077286
PGD Cẩm Phả,"Số 402 Trần Phú, phường Cẩm Trung, Thành Phố Cẩm Phả, Tỉnh Quảng Ninh, Việt Nam",Tel: (0203) 3908 238  - Fax: (0203) 3816 222,21.009903,107.26934
PGD Uông Bí,"Số 01 Trần Quốc Toản, tổ 28, khu 8, P.Quang Trung, Thành Phố Uông Bí, Tỉnh Quảng Ninh, Việt Nam",Tel: (0203) 390 9109  - Fax: (0203) 356 3666,21.030005,106.77267
PGD Mạo Khê,"Số 137 đường Hoàng Hoa Thám, Phường Mạo Khê, Thị Xã Đông Triều, Tỉnh Quảng Ninh, Việt Nam",Tel: (0203) 390 8138  - Fax: (0203) 358 6222,21.057775,106.59569
CN Thái Nguyên,"Đường Bắc Sơn, KDC số 01, Phường Hoàng Văn Thụ, Thành Phố Thái Nguyên, Tỉnh Thái Nguyên, Việt Nam",Tel: (0208) 393 9899  - Fax: (0208) 365 5898,21.594887,105.82854
CN Vĩnh Phúc,"Số 3 đường Mê Linh, Phường Liên Bảo, Thành Phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam",Tel: (0211) 730 6868  - Fax: (0211) 351 0789,21.313557,105.59832
CN Lạng Sơn,"Số 408 Bà Triệu, Phường Vĩnh Trại, Thành phố Lạng Sơn, Tỉnh Lạng Sơn, Việt Nam",Tel: (0205) 3819 555  - Fax: (0205) 3819 998,21.847286,106.76325
PGD Đồng Đăng,"Số 119 Khu Dây Thép, thị trấn Đồng Đăng, Huyện Cao Lộc, Tỉnh Lạng Sơn, Việt Nam",Tel: (0205) 3908 088  - Fax: (0205) 3892 988,21.950783,106.69548
PGD Hữu Lũng,"Số 10A Chi Lăng, Khu An Ninh, thị trấn Hữu Lũng, Huyện Hữu Lũng, Tỉnh Lạng Sơn, Việt Nam",Tel: (0205) 3909 699  - Fax: (0205) 3808 366,21.506317,106.3443
CN Lào Cai,"Số 143 đường Hoàng Liên, P.Cốc Lếu, Thành Phố Lào Cai, Tỉnh Lào Cai, Việt Nam",Tel: (0214) 366 6188  - Fax: (0214) 366 6166,22.49509,103.96822
PGD Bắc Cường (Cam Đường cũ),"Số 6 đường Trần Hưng Đạo, phường Bắc Cường,Thành Phố Lào Cai, Tỉnh Lào Cai, Việt Nam",Tel: (0214) 390 8839  - Fax: (0214) 385 9996,22.475037,103.981476
PGD Duy Minh,"Trung tâm thương mại Thạnh Phú, Số 411/1 Khu phố 1, thị trấn Thạnh Phú, huyện Thạnh Phú, tỉnh Bến Tre",Tel: (0275) 730 8899  - Fax: (0275) 730 8899,9.952364,106.521545
PGD Gò Công,"số 124-126 đường Trương Định, khu phố 3, phường 2, thị xã Gò Công, tỉnh Tiền Giang",Tel: (0273) 730 8668  - Fax: (0273) 730 8668,10.36184,106.67383
PGD Cái Bè,"Số 150 Tỉnh lộ 875, ấp 5, xã Phú An, huyên Cai Lậy, tỉnh Tiền Giang",Tel: (0273) 730 8686  - Fax: (0273) 730 8686,10.369805,106.0407
CN Bạc Liêu,"Số 206-208 đường Trần Phú, phường 7, TP. Bạc Liêu, tỉnh Bạc Liêu",Tel: (0291) 390 8686  - Fax: (0291) 390 8686,9.303747,105.7213
PGD Bình Minh (Bình Tân cũ),"Số 75 Nguyễn Văn Thảnh, Khóm 2, Phường Cái Vồn, thị xã Bình Minh, tỉnh Vĩnh Long",Tel: (0270) 730 8686  - Fax: (0270) 730 8686,10.068676,105.81303
PGD Bù Đăng,"Số 281 Quốc lộ 14, thị trấn Đức Phong, huyện Bù Đăng, tỉnh Bình Phước",,11.810976,107.235466
PGD Chơn Thành,"Số 69 Đường 2 tháng 4, KP.3, thị trấn Chơn Thành, huyện Chơn Thành, tỉnh Bình Phước",,11.445214,106.61596
PGD Di Linh,"749 Hùng Vương, thị trấn Di Linh, huyên Di Linh, tỉnh Lâm Đồng",,11.590952,108.078674
PGD Bảo Lộc,"40 Hà Giang, phường Lộc Sơn, thành phố Bảo Lộc, tỉnh Lâm Đồng",,11.54291,107.81567
PGD Phan Rí,"167 Thống Nhất, dân phố 6, thị trấn Phan Rí Cửa, huyện Tuy Phong, tỉnh Bình Thuận",,11.175247,108.56514
CN Ninh Thuận,"Số 207B Ngô Gia Tự, KP 5, phường Thanh Sơn, TP Phan Rang Tháp Chàm, tỉnh Ninh Thuận",,11.569214,108.994865
PGD Tuy An,"318-320 Quốc Lộ 1A, thị trấn Chí Thạnh, huyện Tuy An, tỉnh Phú Yên",,13.31374,109.21716
PGD Hòa Hiệp,"Đường Hòa Hiệp, phường Hòa Hiệp Trung, thị xã Đông Hòa, tỉnh Phú Yên",,12.992347,109.36716
PGD Sơn Hà,"348 đường 17 tháng 3, thị trấn Di Lăng, huyện Sơn Hà, tỉnh Quảng Ngãi",,15.043097,108.46981
PGD Điện Bàn,"147 Trần Nhân Tông, phường Vĩnh Điện, thị xã Điện Bàn, tỉnh Quảng Nam",,15.890483,108.24861
PGD Hương Trà,"Số 70 Cách Mạng Tháng 8, phường Tứ Hạ, thị xã Hương Trà, tỉnh Thừa Thiên Huế",Tel: (0234) 730 8899,16.52423,107.47775
CN Hà Nam,"Số PG1-08A VinCom, đường Biên Hòa, Tổ 5, Phường Minh Khai, thành phố Phủ Lý, tỉnh Hà Nam",,20.543644,105.91744
CN Sơn La,"Số 457A đường Chu Văn Thịnh, phường Chiềng Lề, thành phố Sơn La, tỉnh Sơn La",,21.33928,103.90973
PGD Thuận Thành,"Toàn bộ căn nhà tại LK13_1 và một phần căn nhà LK13_2, Khu nhà ở TMDV tổng hợp thị trấn Hồ, huyện Thuận Thành, tỉnh Bắc Ninh",,21.063766,106.09535
PGD Sa Pa,"Số 417 Điện Biên Phủ, TT Sa Pa, huyện Sa Pa, tỉnh Lào Cai",Tel: (0214) 390 9668,22.338884,103.85352
CN Phú Thọ,"Số 2191 đường Hùng Vương, phường Gia Cẩm, thành phố Việt Trì, tỉnh Phú Thọ",,21.323349,105.38382
PGD Ba Đồn,"137-139 Hùng Vương, Quảng Long, Quảng Trạch District, tỉnh Quảng Bình, Vietnam.",Tel: (0232) 370 6686,17.753767,106.41979
PGD Việt Yên,"Thôn Vàng, thị trấn Bích Động, huyện Việt Yên, tỉnh Bắc Giang",,21.280766,106.08813
CN Trà Vinh,"Vincom Shophouse PG1-01-02-03 đường Nam Kỳ Khởi Nghĩa, Khóm 3, Phường 2, TP Trà Vinh, tỉnh Trà Vinh",Tel: (0294) 730 8868  - Fax: (0294) 730 8868,9.935867,106.33698
PGD Cai Lậy,"Số 2-4-6-8 Đặng Văn Thạnh,  khu phố 1, phường 1, thị xã Cai Lậy, tỉnh Tiền Giang.",Tel: (0273) 730 2468  - Fax: (0273) 730 2468,10.411139,106.12127
PGD Kiến Đức,"Số 03 Nguyễn Tất Thành, thị trấn Kiến Đức, huyện Đắk R'Lấp, tỉnh Đắk Nông",,11.99669,107.51286
PGD Đắk Mil,"Số 16 Trần Hưng Đạo, thị trấn Đắk Mil, tỉnh Đắk Nông",,12.448708,107.6194
PGD Đắk Hà,"Số 501 Hùng Vương, thị trấn Đắk Hà, huyện Đắk Hà, tỉnh Kon Tum",,14.516335,107.919304
PGD Sông Hinh,"Số 82 Trần Hưng Đạo, khu phố 4, thị trấn Hai Riêng, huyện Sông Hinh, tỉnh Phú Yên",,12.981616,108.89949
PGD Tư Nghĩa,"Số 248 Nguyễn Huệ, thị trấn La Hà, huyện Tư Nghĩa, tỉnh Quảng Ngãi",,15.089109,108.824234
PGD Núi Thành,"Số 193 Nguyễn Văn Linh, thị trấn Núi Thành, huyên Núi Thành, tỉnh Quảng Nam",,15.434785,108.65345
CN Quảng Trị,"101 Quốc lộ 9, Đông Hà, tỉnh Quảng Trị, Vietnam.",Tel: (0233) 730 8868,16.811049,107.090065
PGD Bố Trạch,"Số 49 Hùng Vương, thị trấn Hoàn Lão, huyện Bố Trạch, tỉnh Quảng Bình",Tel: (0232) 730 5969,17.583967,106.53504
PGD Lệ Thủy,"Số 42 Nguyễn Tất Thành, thị trấn Kiến Giang, huyện Lệ Thủy, tỉnh Quảng Bình",Tel: (0232) 730 5868,17.222805,106.79385
PGD Thành Nam,"Số 130+132 đường Quang Trung, phường Quang Trung, thành phố Nam Định, tỉnh Nam Định",,20.430483,106.1747
PGD Văn Giang,"Số 137 đường 179, thị trấn Văn Giang, huyện Văn Giang, tỉnh Hưng Yên.",,20.946194,105.940575
PGD Khoái Châu (Ân Thi cũ),"Khu Trung tâm thương mại, thôn An Bình,  xã Dân Tiến, huyên Khoái Châu, tỉnh Hưng Yên",,20.839563,106.00676
PGD Bắc Hưng Yên,"Trung tâm thương mại Dịch vụ 2 thuộc dự án Khu nhà ở công nhân, nhà ở thương mại Lạc Hồng - Phố Nối, phường Nhân Hòa, thị xã Mỹ Hào, tỉnh Hưng Yên",,20.937002,106.063225
PGD Tân Yên,"Lô D3, trên mặt đường Cao Kỳ Vân, quy hoạch chi tiết khu dân cư mới, Thị trấn Cao Thượng, huyện Tân Yên, tỉnh Bắc Giang",,21.385792,106.12596
PGD Phổ Yên,"Số 17, Tổ dân phố số 6, phường Ba Hàng, thị xã Phổ Yên, tỉnh Thái Nguyên",,21.416605,105.87147
PGD Phúc Yên,"Số 1 đường Sóc Sơn, phường Trưng Trắc, thành phố Phúc Yên, tỉnh Vĩnh Phúc",,21.236942,105.705696
CN Cao Bằng,"Số 40 phố Kim Đồng, phường Hợp Giang, thành phố Cao Bằng, tỉnh Cao Bằng",Tel: (0206) 730 6886,22.664867,106.260635
CN Tuyên Quang,"Số 69 Hà Huy Tâp, phường Phan Thiết, thành phố Tuyên Quang, tỉnh Tuyên Quang",Tel: (0207) 730 6886  - Fax: (0207) 730 6886,21.817448,105.205086
CN Yên Bái,"Số 738 đường Điên Biên, phường Minh Tân, TP.Yên Bái, tỉnh Yên Bái",Tel: (0207) 730 6886,21.71514,104.902664
CN Hòa Bình,"589 Cù Chính Lan, phường Phương Lâm, thành phố Hòa Bình, tỉnh Hòa Bình",Tel: 0218 730 8868,20.818768,105.33905
PGD Hóc Môn,"98/3 Đường Bà Triệu, Khu phố 1, Thị trấn Hóc Môn, Huyện Hóc Môn, Thành Phố Hồ Chí Minh",Tel: (028) 7308 9968,10.888637,106.59493
PGD Hoa Lư,"422 Nguyễn Công Trứ, Phường Ninh Sơn, Thành phố Ninh Bình, Tỉnh Ninh Bình",Tel: (0229) 730 5968,20.246632,105.985916
CN Hậu Giang,"100-100A-100B, đường Nguyễn Thái Học, phường 1, TP Vị Thanh, Tỉnh Hậu Giang",Tel: (0293) 390 0688,9.777981,105.46597
PGD Bến Cát,"Lô C - ô số 1, KDC Mỹ Phước 4 - Khu A, P.Mỹ Phước, thị xã Bến Cát, Tỉnh Bình Dương",Tel: (0274) 730 3366,11.146341,106.60005
PGD Thuận An,"45/2 Đường tỉnh 743, Thuận An, Bình Dương, Vietnam",Tel: (0274) 380 9768,10.982187,106.728264
PGD Tuy Đức,"Đắk Búk So, Tuy Đức, Dak Nong, Vietnam",Tel: (0261) 730 1868,12.222142,107.46769
PGD Đắk Bla,"931 Phạm Văn Đồng, phường Trần Hưng Đạo, Kon Tum, tỉnh Kon Tum, Vietnam",Tel: (0260) 386 8866,14.295167,107.99547
PGD Ninh Phước,"Khu phố 4, thị trấn Phước Dân, Phan Rang–Tháp Chàm, tỉnh Ninh Thuận, Vietnam",,11.539648,108.932396
PGD Đầm Sen,"173 Hòa Bình, phường Hiệp Tân, quận Tân Phú, Thành phố Hồ Chí Minh, Vietnam",Tel: (0283) 7308 0086,10.7709055,106.629395
PGD Minh Diệu,"Số 603 Đường Quốc lộ 1A, thị trấn Hoà Bình, huyện Hòa Bình, tỉnh Bạc Liêu, Vietnam",Tel: (0291) 730 8668  - Fax: (0291) 730 8668,9.2803135,105.62297
PGD Giá Rai,"Số 122 Quốc lộ 1A, phường Hộ Phòng, thị xã Giá Rai, tỉnh Bạc Liêu, Việt Nam",Tel: (0291) 730 3968  - Fax: (0291) 730 3968,9.233295,105.43807
CN Phú Quốc,"Số 139 đường Nguyễn Trung Trực, phường Dương Đông, TP. Phú Quốc, tỉnh Kiên Giang, Việt Nam",Tel: (0297) 730 6368  - Fax: (0297) 730 6368,10.223469,103.96459
PGD Hòn Đất,"Số 11, Tổ 10, Khu phố Đường Hòn, thị trấn Hòn Đất, huyện Hòn Đất, tỉnh Kiên Giang, Việt Nam",Tel: (0297) 730 6668  - Fax: (0297) 730 6668,10.185579,104.92896
PGD Tắc Vân,"Số 666 Đường Quốc lộ 1A, xã Tắc Vân, TP. Cà Mau, tỉnh Cà Mau, Việt Nam",Tel: (0290) 730 5599  - Fax: (0290) 730 5599,9.166895,105.26587
PGD Hải Hậu,"Số 130+132 đường Quang Trung, phường Quang Trung, thành phố Nam Định, tỉnh Nam Định, Việt Nam",Tel: (0228) 368 8388  - Fax: (0228) 368 8388,20.430456,106.17471
PGD Diêm Điền,"Số 155 đường Nguyễn Đức Cảnh, Tổ dân phố 6, thị trấn Diêm Điền, huyện Thái Thụy, tỉnh Thái Bình, Việt Nam",Tel: (0227) 730 8368  - Fax: (0227) 730 8368,20.559416,106.56868
PGD Tiền Hải,"Số 38 phố Hùng Thắng, tổ dân phố Hùng Thắng, thị trấn Tiền Hải, huyện Tiền Hải, tỉnh Thái Bình, Việt Nam",Tel: (0227) 365 5589  - Fax: (0227) 365 5589,20.401487,106.49974
PGD Từ Sơn,"376 Trần Phú, phường Đông Ngàn, thị xã Từ Sơn, tỉnh Bắc Ninh, Việt Nam",Tel: (0222) 376 1828  - Fax: (0222) 376 1828,21.115925,105.95545
PGD Lục Nam,"Số 16 phố Thanh Xuân, thị trấn Đồi Ngô, huyện Lục Nam, tỉnh Bắc Giang, Việt Nam",,21.299433,106.384186
PGD Yên Lạc,"Tòa nhà Kiết Hiền, đường Dương Tĩnh, thị trấn Yên Lạc, huyện Yên Lạc,  tỉnh Vĩnh Phúc, Việt Nam",Tel: (0211) 730 3668  - Fax: (0211) 730 3668,21.236677,105.5767
PGD Lập Thạch,"Đường tỉnh lộ 307, khu vực Trẻ Gắp, thị trấn Lập Thạch, huyện Lập Thạch, tỉnh Vĩnh Phúc, Việt Nam",,21.418222,105.45514
CN Điện Biên,"822 Đường Võ Nguyên Giáp, phường Tân Thanh, Thành phố Điện Biên Phủ, tỉnh Điện Biên, Việt Nam",,21.394821,103.01786
CN Lai Châu,"Số 61 đường Đại lộ Lê Lợi, phương Tân Phong, thành phố Lai Châu, tỉnh Lai Châu, Việt Nam",,22.384567,103.46881
PGD Yên Khánh,"Số 514-516 , khu phố 3, thị trấn Yên Ninh, huyện Yên Khánh, tỉnh Ninh Bình, Việt Nam",,20.178825,106.07284
PGD Hiệp Thành,"182-184 Đường Nguyễn Ảnh Thủ, Hiệp Thành, Quận 12, Thành phố Hồ Chí Minh, Vietnam",Tel: (028) 3868 5676,10.877032,106.642975
CN Hà Giang,"Số 419 Đường Nguyễn Trãi, Phường Nguyễn Trãi, Thành phố Hà Giang, Tỉnh Hà Giang",,22.82367,104.98353
CN Móng Cái,"Số 59 Đại lộ Hòa Bình, Phường Trần Phú, Thành phố Móng Cái, Tỉnh Quảng Ninh",,21.527409,107.973175
CN Bắc Kạn,"Số 35, Đường Trường Chinh, Tổ 5, Phường Phùng Chí kiên, Thành phố Bắc Kạn, Tỉnh Bắc Kạn",,22.142002,105.83322
PGD Gia Viễn,"Đường Hồng Dân (đường tái định cư, xã Gia Thịnh), Thị trấn Me, huyện Gia Viễn, tỉnh Ninh Bình",Tel: 0229.388.6368,20.346907,105.833855
Chi Nhánh Vikki,"Lô T2-1.5, Đường D1, Khu công nghệ cao, phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Tel: (028) 37309616,10.853092,106.796135
CN Tân Uyên,"Khu nhà ở thương mại Hoàng Mai, phường Uyên Hưng, TP. Tân Uyên, Bình Dương",Tel: (0274) 368 5468,11.094221,106.774506
